기준연월,사용본거지시읍면동_행정동기준,차명,연료,최초등록일,현소유자의출생년도
2015-12,서울특별시 관악구 삼성동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-05-31,1952
2015-12,서울특별시 관악구 삼성동,INSIGHT,하이브리드(휘발유+전기),2011-03-28,1960
2015-12,서울특별시 관악구 서림동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-03-17,1974
2015-12,서울특별시 관악구 서림동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-09-13,1993
2015-12,서울특별시 관악구 서림동,K5 하이브리드,하이브리드(휘발유+전기),2012-02-02,1972
2015-12,서울특별시 관악구 서림동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-04-07,1980
2015-12,서울특별시 관악구 서원동,렉서스 ES300h,하이브리드(휘발유+전기),2014-11-12,1965
2015-12,서울특별시 관악구 서원동,K5 하이브리드,하이브리드(휘발유+전기),2012-11-15,1964
2015-12,서울특별시 관악구 성현동,K5 하이브리드,하이브리드(휘발유+전기),2013-11-14,1987
2015-12,서울특별시 관악구 성현동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-06-15,1974
2015-12,서울특별시 관악구 성현동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-05-02,1976
2015-12,서울특별시 송파구 송파1동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-05-24,1962
2015-12,서울특별시 송파구 송파1동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2012-07-23,1984
2015-12,서울특별시 송파구 송파1동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-07-11,1947
2015-12,서울특별시 송파구 송파1동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-04-08,1946
2015-12,서울특별시 송파구 송파1동,K5 하이브리드,하이브리드(휘발유+전기),2012-04-09,
2015-12,서울특별시 송파구 송파2동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-02-05,1961
2015-12,서울특별시 송파구 송파2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-04-24,1959
2015-12,서울특별시 송파구 송파2동,K7 하이브리드,하이브리드(휘발유+전기),2014-12-23,1974
2015-12,서울특별시 송파구 송파2동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-01-13,1941
2015-12,서울특별시 송파구 송파2동,CIVIC HYBRID,하이브리드(휘발유+전기),2013-11-28,1969
2015-12,서울특별시 송파구 송파2동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2009-12-01,1957
2015-12,서울특별시 송파구 오금동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-07-10,1970
2015-12,서울특별시 송파구 오금동,렉서스 CT200h,하이브리드(휘발유+전기),2011-12-21,1963
2015-12,서울특별시 송파구 오금동,K5 하이브리드,하이브리드(휘발유+전기),2011-06-22,1985
2015-12,서울특별시 송파구 오금동,토요타 PRIUS,하이브리드(휘발유+전기),2009-11-20,1957
2015-12,서울특별시 송파구 오금동,K5 하이브리드,하이브리드(휘발유+전기),2013-08-19,1970
2015-12,서울특별시 송파구 오금동,K5 하이브리드,하이브리드(휘발유+전기),2012-06-18,1968
2015-12,서울특별시 강남구 역삼1동,토요타 PRIUS,하이브리드(휘발유+전기),2013-08-09,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2015-02-25,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2015-06-19,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2015-09-17,
2015-12,서울특별시 강남구 역삼1동,렉서스 CT200h,하이브리드(휘발유+전기),2014-11-28,
2015-12,서울특별시 강남구 역삼1동,K5 하이브리드,하이브리드(휘발유+전기),2012-02-01,1977
2015-12,서울특별시 강남구 역삼1동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-10-17,1959
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2014-10-22,
2015-12,서울특별시 강남구 역삼1동,토요타 Camry Hybrid,하이브리드(휘발유+전기),2014-11-26,
2015-12,서울특별시 강남구 역삼1동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2012-12-31,
2015-12,서울특별시 강남구 역삼1동,토요타 PRIUS,하이브리드(휘발유+전기),2012-07-27,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2015-01-28,
2015-12,서울특별시 강남구 역삼1동,렉서스 LS600hL,하이브리드(휘발유+전기),2014-04-07,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2015-09-10,
2015-12,서울특별시 강남구 역삼1동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-02-25,1967
2015-12,서울특별시 강남구 역삼1동,도요타 프리우스(PRIUS) PHV,하이브리드(휘발유+전기),2012-07-13,
2015-12,서울특별시 강남구 역삼1동,토요타 PRIUS,하이브리드(휘발유+전기),2013-12-31,
2015-12,서울특별시 강남구 역삼1동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-02-05,
2015-12,서울특별시 강남구 역삼1동,토요타 Prius V,하이브리드(휘발유+전기),2015-04-17,
2015-12,서울특별시 강남구 역삼1동,렉서스 CT200h,하이브리드(휘발유+전기),2013-02-15,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2013-01-31,
2015-12,서울특별시 강남구 역삼1동,토요타 PRIUS,하이브리드(휘발유+전기),2015-03-09,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2015-01-23,
2015-12,서울특별시 강남구 역삼1동,렉서스 GS450h,하이브리드(휘발유+전기),2009-04-28,
2015-12,서울특별시 강남구 역삼1동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2013-04-19,
2015-12,서울특별시 강남구 역삼1동,토요타 PRIUS,하이브리드(휘발유+전기),2015-12-09,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2014-06-13,
2015-12,서울특별시 강남구 역삼1동,토요타 PRIUS,하이브리드(휘발유+전기),2014-07-07,
2015-12,서울특별시 강남구 역삼1동,렉서스 GS450h,하이브리드(휘발유+전기),2013-02-28,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2013-10-17,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2014-10-06,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2015-02-27,
2015-12,서울특별시 강남구 역삼1동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-11-29,
2015-12,서울특별시 강남구 역삼1동,렉서스 LS600hL,하이브리드(휘발유+전기),2014-04-29,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2015-03-11,
2015-12,서울특별시 강남구 역삼1동,토요타 Camry Hybrid,하이브리드(휘발유+전기),2014-03-27,
2015-12,서울특별시 강남구 역삼2동,토요타 PRIUS,하이브리드(휘발유+전기),2015-08-26,1963
2015-12,서울특별시 성북구 삼선동,렉서스 ES300h,하이브리드(휘발유+전기),2015-12-03,1969
2015-12,서울특별시 성북구 삼선동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-09-06,1973
2015-12,서울특별시 성북구 삼선동,렉서스 ES300h,하이브리드(휘발유+전기),2014-11-13,1958
2015-12,서울특별시 성북구 삼선동,Lincoln MKZ Hybrid,하이브리드(휘발유+전기),2015-11-02,1973
2015-12,서울특별시 성북구 삼선동,포르테 하이브리드,하이브리드(LPG+전기),2012-01-10,1975
2015-12,서울특별시 성북구 석관동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-12-05,1975
2015-12,서울특별시 성북구 석관동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-09-21,1946
2015-12,서울특별시 성북구 석관동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-07-07,1980
2015-12,서울특별시 성북구 성북동,TOYOTA CAMRY Hybrid,하이브리드(휘발유+전기),2013-07-03,1984
2015-12,서울특별시 성북구 성북동,K5 하이브리드,하이브리드(휘발유+전기),2012-02-29,1982
2015-12,서울특별시 성북구 성북동,렉서스 NX300h,하이브리드(휘발유+전기),2015-11-16,1952
2015-12,서울특별시 성북구 성북동,토요타 PRIUS,하이브리드(휘발유+전기),2014-09-24,1983
2015-12,서울특별시 성북구 안암동,포르테하이브리드,하이브리드(LPG+전기),2010-12-08,1984
2015-12,서울특별시 성북구 안암동,토요타 PRIUS,하이브리드(휘발유+전기),2011-03-04,1950
2015-12,서울특별시 성북구 월곡1동,K5 하이브리드,하이브리드(휘발유+전기),2015-10-13,1976
2015-12,서울특별시 성북구 월곡1동,K5 하이브리드,하이브리드(휘발유+전기),2013-08-16,1955
2015-12,서울특별시 성북구 월곡1동,렉서스 CT200h,하이브리드(휘발유+전기),2011-04-08,1956
2015-12,서울특별시 성북구 월곡1동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-07-11,1947
2015-12,서울특별시 마포구 공덕동,K5 하이브리드,하이브리드(휘발유+전기),2014-11-21,
2015-12,서울특별시 마포구 공덕동,K5 하이브리드,하이브리드(휘발유+전기),2014-04-11,1977
2015-12,서울특별시 마포구 공덕동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-10-22,1976
2015-12,서울특별시 마포구 공덕동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-10-13,1961
2015-12,서울특별시 마포구 공덕동,K5 하이브리드,하이브리드(휘발유+전기),2013-01-09,1966
2015-12,서울특별시 마포구 공덕동,K5 하이브리드,하이브리드(휘발유+전기),2013-12-09,1983
2015-12,서울특별시 마포구 공덕동,K5 하이브리드,하이브리드(휘발유+전기),2012-07-20,1985
2015-12,서울특별시 마포구 공덕동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-02-14,1970
2015-12,서울특별시 마포구 대흥동,K7 하이브리드,하이브리드(휘발유+전기),2014-03-21,1959
2015-12,서울특별시 마포구 대흥동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-02-24,1959
2015-12,서울특별시 마포구 도화동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2014-08-27,1977
2015-12,서울특별시 마포구 도화동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2011-08-10,1955
2015-12,서울특별시 마포구 도화동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2012-06-12,1960
2015-12,서울특별시 마포구 도화동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-02-24,
2015-12,서울특별시 마포구 도화동,렉서스 CT200h,하이브리드(휘발유+전기),2012-05-30,1951
2015-12,서울특별시 마포구 망원1동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-01-02,1968
2015-12,서울특별시 마포구 망원1동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-04-18,1973
2015-12,서울특별시 강남구 역삼1동,토요타 Camry Hybrid,하이브리드(휘발유+전기),2015-09-17,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2015-11-26,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2014-06-16,
2015-12,서울특별시 강남구 역삼1동,렉서스 RX450h,하이브리드(휘발유+전기),2012-07-18,
2015-12,서울특별시 강남구 역삼1동,렉서스 LS600hL,하이브리드(휘발유+전기),2015-09-17,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2015-01-30,
2015-12,서울특별시 강남구 역삼1동,토요타 Camry Hybrid,하이브리드(휘발유+전기),2014-06-05,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2013-04-29,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2013-07-09,
2015-12,서울특별시 강남구 역삼1동,토요타 Camry Hybrid,하이브리드(휘발유+전기),2015-02-27,
2015-12,서울특별시 강남구 역삼1동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-10-21,1984
2015-12,서울특별시 강남구 역삼1동,렉서스 NX300h,하이브리드(휘발유+전기),2014-12-02,
2015-12,서울특별시 강남구 역삼1동,렉서스 NX300h,하이브리드(휘발유+전기),2015-12-30,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2014-12-12,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2014-12-30,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2013-03-28,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2013-12-13,
2015-12,서울특별시 강남구 역삼1동,렉서스 CT200h,하이브리드(휘발유+전기),2015-12-28,
2015-12,서울특별시 강남구 역삼1동,K7 하이브리드,하이브리드(휘발유+전기),2014-03-25,1984
2015-12,서울특별시 노원구 월계1동,Lincoln MKZ Hybrid,하이브리드(휘발유+전기),2015-07-30,1974
2015-12,서울특별시 노원구 월계1동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2014-03-25,1982
2015-12,서울특별시 노원구 월계2동,토요타 PRIUS,하이브리드(휘발유+전기),2014-10-23,1977
2015-12,서울특별시 노원구 월계2동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2010-02-10,1970
2015-12,서울특별시 노원구 월계2동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-12-11,1966
2015-12,서울특별시 노원구 월계3동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-09-04,1962
2015-12,서울특별시 노원구 월계3동,K5 하이브리드,하이브리드(휘발유+전기),2013-05-30,1960
2015-12,서울특별시 노원구 월계3동,K5 하이브리드,하이브리드(휘발유+전기),2012-10-23,1971
2015-12,서울특별시 노원구 월계3동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-02-20,1977
2015-12,서울특별시 노원구 월계3동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-07-24,1985
2015-12,서울특별시 노원구 중계1동,토요타 PRIUS,하이브리드(휘발유+전기),2015-12-22,1967
2015-12,서울특별시 노원구 중계1동,토요타 PRIUS,하이브리드(휘발유+전기),2012-01-27,1969
2015-12,서울특별시 노원구 중계1동,K5 하이브리드,하이브리드(휘발유+전기),2011-09-07,1963
2015-12,서울특별시 노원구 중계1동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-06-12,1985
2015-12,서울특별시 노원구 중계1동,K7 하이브리드,하이브리드(휘발유+전기),2014-04-28,1966
2015-12,서울특별시 노원구 중계1동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-06-20,1959
2015-12,서울특별시 노원구 중계2.3동,렉서스 CT200h,하이브리드(휘발유+전기),2011-10-28,1987
2015-12,서울특별시 관악구 성현동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-10-12,1961
2015-12,서울특별시 관악구 성현동,K5 하이브리드,하이브리드(휘발유+전기),2012-12-20,1981
2015-12,서울특별시 관악구 성현동,토요타 PRIUS,하이브리드(휘발유+전기),2015-10-07,1954
2015-12,서울특별시 관악구 신림동,K5 하이브리드,하이브리드(휘발유+전기),2013-09-06,1991
2015-12,서울특별시 관악구 신림동,렉서스 ES300h,하이브리드(휘발유+전기),2014-05-30,1950
2015-12,서울특별시 관악구 신사동,포르테 하이브리드,하이브리드(LPG+전기),2009-10-29,1964
2015-12,서울특별시 관악구 신사동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-02-06,
2015-12,서울특별시 관악구 신사동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-03-25,1953
2015-12,서울특별시 관악구 신원동,K5 하이브리드,하이브리드(휘발유+전기),2015-02-26,1987
2015-12,서울특별시 관악구 은천동,토요타 PRIUS,하이브리드(휘발유+전기),2014-12-24,1985
2015-12,서울특별시 관악구 은천동,토요타 PRIUS,하이브리드(휘발유+전기),2011-07-21,1952
2015-12,서울특별시 관악구 은천동,K5 하이브리드,하이브리드(휘발유+전기),2013-04-05,1972
2015-12,서울특별시 관악구 은천동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-03-27,1957
2015-12,서울특별시 관악구 은천동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-03-21,1947
2015-12,서울특별시 관악구 은천동,토요타 PRIUS,하이브리드(휘발유+전기),2010-03-04,1981
2015-12,서울특별시 관악구 인헌동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2011-03-02,1937
2015-12,서울특별시 관악구 인헌동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-02-20,1959
2015-12,서울특별시 관악구 인헌동,토요타 PRIUS,하이브리드(휘발유+전기),2009-11-04,1975
2015-12,서울특별시 송파구 오금동,토요타 PRIUS,하이브리드(휘발유+전기),2015-03-24,1954
2015-12,서울특별시 송파구 오륜동,토요타 PRIUS,하이브리드(휘발유+전기),2014-06-25,1976
2015-12,서울특별시 송파구 오륜동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-04-15,1965
2015-12,서울특별시 송파구 오륜동,렉서스 ES300h,하이브리드(휘발유+전기),2013-12-19,1975
2015-12,서울특별시 송파구 오륜동,K7 하이브리드,하이브리드(휘발유+전기),2015-09-08,1964
2015-12,서울특별시 송파구 오륜동,렉서스 ES300h,하이브리드(휘발유+전기),2013-04-30,1972
2015-12,서울특별시 송파구 오륜동,렉서스 ES300h,하이브리드(휘발유+전기),2013-05-15,1969
2015-12,서울특별시 송파구 위례동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-03-17,1980
2015-12,서울특별시 송파구 위례동,렉서스 ES300h,하이브리드(휘발유+전기),2013-12-13,1957
2015-12,서울특별시 송파구 위례동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-11-14,1976
2015-12,서울특별시 송파구 위례동,렉서스 ES300h,하이브리드(휘발유+전기),2014-10-15,1973
2015-12,서울특별시 송파구 잠실2동,렉서스 ES300h,하이브리드(휘발유+전기),2015-06-18,1976
2015-12,서울특별시 송파구 잠실2동,렉서스 CT200h,하이브리드(휘발유+전기),2012-11-19,1973
2015-12,서울특별시 송파구 잠실2동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-01-14,1959
2015-12,서울특별시 송파구 잠실2동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-09-08,1973
2015-12,서울특별시 송파구 잠실2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-05-07,1974
2015-12,서울특별시 송파구 잠실2동,토요타 PRIUS,하이브리드(휘발유+전기),2009-12-16,1975
2015-12,서울특별시 송파구 잠실2동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-04-05,1965
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2014-07-08,
2015-12,서울특별시 강남구 역삼1동,토요타 PRIUS,하이브리드(휘발유+전기),2011-03-14,1980
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2014-06-12,
2015-12,서울특별시 강남구 역삼1동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2009-07-21,1947
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2014-07-30,
2015-12,서울특별시 강남구 역삼1동,렉서스 RX450h,하이브리드(휘발유+전기),2013-12-20,
2015-12,서울특별시 강남구 역삼1동,렉서스 RX450h,하이브리드(휘발유+전기),2012-03-30,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2014-09-25,
2015-12,서울특별시 강남구 역삼1동,렉서스 RX450h,하이브리드(휘발유+전기),2014-05-23,
2015-12,서울특별시 강남구 역삼1동,렉서스 CT200h,하이브리드(휘발유+전기),2014-07-18,
2015-12,서울특별시 강남구 역삼1동,렉서스 CT200h,하이브리드(휘발유+전기),2015-09-17,
2015-12,서울특별시 강남구 역삼1동,렉서스 LS600hL,하이브리드(휘발유+전기),2015-10-23,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2014-08-21,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2014-02-26,
2015-12,서울특별시 강남구 역삼1동,토요타 PRIUS,하이브리드(휘발유+전기),2014-08-29,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2015-06-12,
2015-12,서울특별시 강남구 역삼1동,BMW i3,전기,2014-12-18,
2015-12,서울특별시 강남구 역삼1동,렉서스 LS600hL,하이브리드(휘발유+전기),2013-06-20,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2013-07-23,
2015-12,서울특별시 강남구 역삼1동,렉서스 ES300h,하이브리드(휘발유+전기),2015-11-19,
2015-12,서울특별시 강남구 역삼2동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-11-15,1968
2015-12,서울특별시 강남구 역삼2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2014-03-25,1970
2015-12,서울특별시 강남구 역삼2동,렉서스 ES300h,하이브리드(휘발유+전기),2013-10-18,
2015-12,서울특별시 강남구 역삼2동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2012-12-31,1984
2015-12,서울특별시 강남구 역삼2동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2010-08-19,1971
2015-12,서울특별시 강남구 역삼2동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-03-25,1958
2015-12,서울특별시 강남구 역삼2동,토요타 Camry Hybrid,하이브리드(휘발유+전기),2014-08-27,1967
2015-12,서울특별시 강남구 역삼2동,렉서스 CT200h,하이브리드(휘발유+전기),2015-07-29,
2015-12,서울특별시 강남구 역삼2동,K5 하이브리드,하이브리드(휘발유+전기),2013-08-20,1978
2015-12,서울특별시 강남구 역삼2동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-06-18,1988
2015-12,서울특별시 강남구 역삼2동,토요타 PRIUS,하이브리드(휘발유+전기),2010-04-29,1976
2015-12,서울특별시 강남구 역삼2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-07-24,1965
2015-12,서울특별시 강남구 일원1동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-11-06,1960
2015-12,서울특별시 강남구 일원1동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-03-26,1978
2015-12,서울특별시 강남구 일원1동,렉서스 ES300h,하이브리드(휘발유+전기),2015-12-30,1977
2015-12,서울특별시 강남구 일원2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-11-16,1965
2015-12,서울특별시 강남구 일원2동,K5 하이브리드,하이브리드(휘발유+전기),2015-01-23,1979
2015-12,서울특별시 강남구 일원2동,토요타 PRIUS,하이브리드(휘발유+전기),2012-04-04,1976
2015-12,서울특별시 성북구 월곡2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-01-03,1980
2015-12,서울특별시 성북구 월곡2동,K5 하이브리드,하이브리드(휘발유+전기),2014-09-18,1985
2015-12,서울특별시 성북구 월곡2동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-01-07,1942
2015-12,서울특별시 성북구 장위1동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-02-28,1956
2015-12,서울특별시 성북구 장위1동,토요타 Camry Hybrid,하이브리드(휘발유+전기),2014-05-15,
2015-12,서울특별시 성북구 장위1동,K5 하이브리드,하이브리드(휘발유+전기),2011-09-06,1983
2015-12,서울특별시 성북구 장위2동,K5 하이브리드,하이브리드(휘발유+전기),2012-01-17,1977
2015-12,서울특별시 성북구 장위2동,K7 하이브리드,하이브리드(휘발유+전기),2015-03-16,1970
2015-12,서울특별시 성북구 장위3동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-02-09,1992
2015-12,서울특별시 성북구 정릉1동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-06-08,
2015-12,서울특별시 성북구 정릉1동,토요타 PRIUS,하이브리드(휘발유+전기),2011-12-30,1971
2015-12,서울특별시 성북구 정릉1동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2012-08-08,1966
2015-12,서울특별시 성북구 정릉2동,렉서스 ES300h,하이브리드(휘발유+전기),2015-12-22,1969
2015-12,서울특별시 성북구 정릉2동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-02-06,1968
2015-12,서울특별시 성북구 정릉2동,K7 하이브리드,하이브리드(휘발유+전기),2014-09-03,1956
2015-12,서울특별시 성북구 정릉2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-08-14,1969
2015-12,서울특별시 성북구 정릉3동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-06-25,1970
2015-12,서울특별시 마포구 망원1동,렉서스 ES300h,하이브리드(휘발유+전기),2012-10-26,
2015-12,서울특별시 마포구 망원2동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2010-03-08,1965
2015-12,서울특별시 마포구 망원2동,토요타 Camry Hybrid,하이브리드(휘발유+전기),2014-02-19,1964
2015-12,서울특별시 마포구 망원2동,K5 하이브리드,하이브리드(휘발유+전기),2011-10-26,1979
2015-12,서울특별시 마포구 망원2동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2011-01-12,1985
2015-12,서울특별시 마포구 상암동,SM3 Z.E.,전기,2013-12-17,
2015-12,서울특별시 마포구 상암동,SM3 Z.E.,전기,2013-12-17,
2015-12,서울특별시 마포구 상암동,SM3 Z.E.,전기,2013-12-20,
2015-12,서울특별시 마포구 상암동,SM3 Z.E.,전기,2013-12-20,
2015-12,서울특별시 마포구 상암동,SM3 Z.E.,전기,2014-01-16,
2015-12,서울특별시 마포구 상암동,SM3 Z.E.,전기,2014-01-16,
2015-12,서울특별시 마포구 상암동,SM3 Z.E.,전기,2014-04-14,
2015-12,서울특별시 마포구 상암동,SM3 Z.E.,전기,2014-04-17,
2015-12,서울특별시 마포구 상암동,SM3 Z.E.,전기,2014-04-17,
2015-12,서울특별시 마포구 상암동,SM3 Z.E.,전기,2014-04-22,
2015-12,서울특별시 마포구 상암동,SM3 Z.E.,전기,2014-04-22,
2015-12,서울특별시 마포구 상암동,SM3 Z.E.,전기,2014-04-22,
2015-12,서울특별시 마포구 상암동,레이 전기차,전기,2013-03-19,
2015-12,서울특별시 마포구 상암동,레이 전기차,전기,2013-03-21,
2015-12,서울특별시 마포구 상암동,레이 전기차,전기,2013-03-22,
2015-12,서울특별시 마포구 상암동,렉서스 ES300h,하이브리드(휘발유+전기),2015-07-07,1975
2015-12,서울특별시 마포구 상암동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2013-05-31,1969
2015-12,서울특별시 마포구 상암동,쏘울 EV,전기,2014-10-17,
