"","hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"73764","City Hotel",1,272,2015,"July",29,16,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73765","City Hotel",1,272,2015,"July",29,16,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73766","City Hotel",1,272,2015,"July",29,16,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73767","City Hotel",1,272,2015,"July",29,16,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73768","City Hotel",1,272,2015,"July",29,16,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73769","City Hotel",1,272,2015,"July",29,16,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73770","City Hotel",1,272,2015,"July",29,16,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73771","City Hotel",1,272,2015,"July",29,16,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73772","City Hotel",1,272,2015,"July",29,16,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73773","City Hotel",1,272,2015,"July",29,16,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73774","City Hotel",1,272,2015,"July",29,16,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73775","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73776","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73777","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73778","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73779","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73780","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73781","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73782","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73783","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73784","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73785","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73786","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73787","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73788","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73789","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73790","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73791","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73792","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73793","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73794","City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73795","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73796","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73797","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73798","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73799","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73800","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73801","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73802","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73803","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73804","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73805","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73806","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73807","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73808","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73809","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73810","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73811","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73812","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73813","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73814","City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73815","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73816","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73817","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73818","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73819","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73820","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73821","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73822","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73823","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73824","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73825","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73826","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73827","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73828","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73829","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73830","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73831","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73832","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73833","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73834","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73835","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73836","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73837","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73838","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73839","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73840","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73841","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73842","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73843","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73844","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73845","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73846","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73847","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73848","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73849","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73850","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73851","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73852","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73853","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73854","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73855","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73856","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73857","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73858","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73859","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73860","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73861","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73862","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73863","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73864","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73865","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73866","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73867","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73868","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73869","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73870","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73871","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73872","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73873","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73874","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73875","City Hotel",1,258,2015,"July",27,2,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,2,0,"A","A",0,"No Deposit","1","NULL",0,"Contract",62,0,0,"Canceled","2015-01-01"
"73876","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,2,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73877","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73878","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73879","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73880","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73881","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73882","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73883","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73884","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73885","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73886","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73887","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73888","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
